loan_id,loan_amnt,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,purpose,addr_state,dti,delinq_2yrs,revol_util,open_acc,total_acc,issue_d,fico_range_low,fico_range_high,application_type,loan_status,int_rate_dec,term_months,income_to_loan,dti_clipped,risk_band,default_flag
10535,21432.88,36 months,10.24,694.0,B,B1,3,OWN,67572.15,debt_consolidation,CA,10.99,1,0.0,12,16,2021-08-13,740,746,Individual,Fully Paid,0.1024,36,3.1527330904666098,10.99,High,0
10536,20041.97,36 months,11.51,660.99,D,D4,3,RENT,42541.18,other,WA,17.45,1,55.35,1,6,2021-11-12,661,680,Individual,Fully Paid,0.1151,36,2.1226047140076547,17.45,Low,0
10537,19769.2,36 months,11.34,650.37,D,D4,9,MORTGAGE,157336.71,medical,NJ,25.7,0,21.98,13,19,2021-11-19,670,684,Individual,Fully Paid,0.1134,36,7.958678651639924,25.7,Low,0
10538,21901.77,36 months,11.57,722.93,C,C4,2,OWN,42714.85,credit_card,MA,27.84,0,26.2,12,21,2022-04-08,694,701,Individual,Fully Paid,0.1157,36,1.950292145338025,27.84,Medium,0
10539,24450.64,60 months,14.96,581.13,F,F3,6,MORTGAGE,30799.17,major_purchase,MO,12.88,1,77.35,1,8,2021-05-06,618,629,Individual,Fully Paid,0.1496,60,1.2596467822519164,12.88,Very Low,0
10540,17614.82,36 months,17.01,628.14,F,F4,4,MORTGAGE,32070.84,moving,TN,20.87,0,43.66,3,14,2023-11-10,617,630,Individual,Fully Paid,0.17010000000000003,36,1.8206737281448235,20.87,Very Low,0
10541,30042.16,36 months,9.68,964.93,C,C1,0,MORTGAGE,118485.34,debt_consolidation,IN,22.5,1,59.28,8,18,2021-10-04,694,708,Individual,Fully Paid,0.0968,36,3.9439687425937415,22.5,Medium,0
10542,30013.84,60 months,7.15,596.37,B,B5,4,MORTGAGE,68105.88,wedding,VA,32.58,0,98.68,3,12,2022-12-22,721,736,Individual,Fully Paid,0.07150000000000001,60,2.2691491658514873,32.58,High,0
10543,29695.87,36 months,13.14,1002.57,D,D5,0,MORTGAGE,33268.28,house,NJ,25.93,0,58.88,11,17,2023-02-28,670,687,Individual,Fully Paid,0.13140000000000002,36,1.1202998935542214,25.93,Low,0
10544,13684.3,36 months,8.31,430.75,B,B3,7,RENT,69907.24,moving,AZ,5.66,0,68.96,18,27,2023-08-11,720,725,Individual,Fully Paid,0.08310000000000001,36,5.108572597794554,5.66,Medium,0
10545,25653.38,36 months,14.07,877.64,E,E2,3,MORTGAGE,67435.11,small_business,WA,36.06,0,82.38,2,4,2024-03-28,633,648,Individual,Fully Paid,0.1407,36,2.6287027284513775,36.06,Very Low,0
10546,27267.14,36 months,10.19,882.23,C,C4,3,OWN,82155.13,credit_card,NJ,23.56,0,62.31,1,1,2023-07-18,710,727,Individual,Charged Off,0.10189999999999999,36,3.0129720242020253,23.56,Medium,1
10547,33245.55,36 months,10.69,1083.55,C,C4,4,RENT,19424.91,other,WI,26.01,0,75.87,11,18,2022-04-29,692,701,Individual,Fully Paid,0.1069,36,0.5842860172263655,26.01,Medium,0
10548,40000.0,60 months,8.55,821.63,C,C2,10,MORTGAGE,42737.42,car,OH,20.98,0,29.74,7,15,2023-05-09,697,710,Individual,Fully Paid,0.0855,60,1.0684354999999999,20.98,Medium,0
10549,24416.83,36 months,11.09,800.4,C,C3,2,MORTGAGE,79016.81,medical,WI,15.61,0,22.0,6,8,2021-09-29,690,700,Individual,Fully Paid,0.1109,36,3.236161696665783,15.61,Medium,0
10550,29408.08,36 months,14.28,1009.07,F,F1,6,MORTGAGE,32325.21,major_purchase,MA,21.97,0,52.99,4,6,2023-01-12,612,620,Individual,Fully Paid,0.14279999999999998,36,1.0991948471304485,21.97,Very Low,0
10551,26161.08,36 months,6.91,806.66,B,B5,10,MORTGAGE,36946.35,medical,WI,20.78,1,15.93,8,15,2022-02-21,727,735,Individual,Fully Paid,0.0691,36,1.4122639432317012,20.78,High,0
10552,24428.66,60 months,16.75,603.84,F,F1,0,MORTGAGE,69425.87,debt_consolidation,IL,4.53,0,64.11,3,9,2021-04-30,620,628,Individual,Fully Paid,0.1675,60,2.841984374091743,4.53,Very Low,0
10553,18186.26,36 months,7.02,561.74,A,A1,1,RENT,131225.27,moving,CA,23.57,0,65.85,12,17,2023-07-28,768,787,Individual,Fully Paid,0.0702,36,7.215627072306235,23.57,Very High,0
10554,31928.35,60 months,11.46,701.6,D,D4,0,RENT,43820.4,major_purchase,GA,15.61,0,0.0,3,9,2024-04-06,678,698,Individual,Charged Off,0.11460000000000001,60,1.3724605248940207,15.61,Low,1
10555,31890.27,36 months,14.84,1103.06,E,E4,6,RENT,52800.175,house,WA,21.48,2,22.2,6,15,2023-01-11,638,656,Individual,Fully Paid,0.1484,36,1.6556829089248852,21.48,Very Low,0
10556,23150.77,36 months,9.67,743.42,C,C1,4,MORTGAGE,39091.76,home_improvement,MD,31.46,0,38.82,7,10,2021-04-10,709,715,Individual,Fully Paid,0.0967,36,1.68857277749293,31.46,Medium,0
10557,14885.74,36 months,4.36,441.85,A,A5,7,RENT,106622.11,home_improvement,MA,6.75,0,59.74,14,18,2024-01-18,756,768,Individual,Fully Paid,0.0436,36,7.162701350419932,6.75,High,0
10558,15765.81,36 months,13.36,533.98,E,E5,0,RENT,131713.65,vacation,IL,0.0,0,65.17,10,16,2023-10-30,636,652,Individual,Fully Paid,0.1336,36,8.354385217124905,0.0,Very Low,0
10559,26419.07,36 months,12.61,885.15,E,E2,4,MORTGAGE,55528.1,debt_consolidation,TX,14.47,1,45.15,7,10,2023-09-26,640,657,Joint,Fully Paid,0.1261,36,2.1018188755319547,14.47,Very Low,0
10560,22934.76,36 months,7.99,718.58,B,B5,10,MORTGAGE,62967.93,vacation,VA,12.38,0,60.41,10,11,2021-02-23,732,744,Individual,Fully Paid,0.0799,36,2.745523824971354,12.38,High,0
10561,22894.62,60 months,10.27,489.52,C,C5,7,MORTGAGE,59238.29,vacation,GA,16.13,1,45.275000000000006,6,12,2022-05-20,710,727,Individual,Fully Paid,0.1027,60,2.58743276804769,16.13,Medium,0
10562,33687.38,36 months,14.43,1158.34,E,E5,6,MORTGAGE,56347.55,moving,GA,29.44,1,26.62,10,10,2022-03-23,646,655,Individual,Fully Paid,0.14429999999999998,36,1.6726605037257278,29.44,Low,0
10563,24444.58,36 months,6.66,750.97,B,B1,8,MORTGAGE,19228.75,moving,FL,12.85,0,21.54,7,11,2023-10-03,721,730,Individual,Fully Paid,0.0666,36,0.786626319617682,12.85,High,0
10564,15613.33,36 months,12.43,521.81,D,D4,0,RENT,24791.48,wedding,VA,20.37,0,31.83,7,11,2022-10-12,667,686,Individual,Fully Paid,0.1243,36,1.5878406464219996,20.37,Low,0
10565,40000.0,36 months,10.56,1301.26,C,C3,1,MORTGAGE,123833.71,vacation,GA,16.4,0,9.39,10,14,2021-01-06,706,719,Individual,Fully Paid,0.1056,36,3.09584275,16.4,Medium,0
10566,12357.57,60 months,9.34,258.55,B,B3,6,RENT,167157.58,wedding,FL,25.17,1,55.96,9,9,2021-09-30,736,743,Individual,Fully Paid,0.0934,60,13.52673543423181,25.17,High,0
10567,23454.89,60 months,13.43,538.9,E,E3,3,RENT,43288.19,house,NC,24.63,0,36.67,9,13,2021-06-13,637,645,Individual,Fully Paid,0.1343,60,1.8455933922521062,24.63,Very Low,0
10568,18035.75,60 months,6.93,356.52,B,B2,7,MORTGAGE,45161.04,major_purchase,NY,28.53,0,53.74,8,13,2022-11-28,730,741,Individual,Fully Paid,0.0693,60,2.503973497082184,28.53,High,0
10569,31938.27,36 months,15.19,1110.15,F,F3,4,RENT,87383.41,house,FL,9.22,1,101.2,9,14,2024-02-07,617,626,Joint,Fully Paid,0.1519,36,2.7360094958180263,9.22,Very Low,0
10570,17652.3,60 months,10.19,376.71,C,C3,7,RENT,99311.37,moving,WA,26.84,1,39.97,5,10,2022-09-18,709,721,Individual,Fully Paid,0.10189999999999999,60,5.625973385904387,26.84,Medium,0
10571,28720.13,60 months,9.96,609.71,C,C1,6,RENT,98816.49,car,MI,19.36,0,74.32,7,12,2023-12-07,707,721,Individual,Fully Paid,0.09960000000000001,60,3.4406700108947974,19.36,Medium,0
10572,22514.15,36 months,9.82,724.52,C,C5,6,MORTGAGE,33538.28,wedding,NY,12.67,1,47.56,11,14,2022-01-14,693,709,Joint,Fully Paid,0.09820000000000001,36,1.489653395753337,12.67,Medium,0
10573,29155.13,36 months,9.42,932.9,C,C4,6,RENT,28229.44,small_business,FL,16.74,0,21.3,10,12,2023-02-27,704,720,Individual,Fully Paid,0.0942,36,0.9682494984587617,16.74,Medium,0
10574,14788.04,36 months,14.6,509.71,E,E2,7,OWN,25279.61,small_business,CA,20.23,0,40.38,5,7,2022-09-27,642,651,Individual,Fully Paid,0.146,36,1.7094631878193458,20.23,Low,0
10575,24348.5,60 months,12.54,548.23,D,D4,0,RENT,44687.65,medical,MD,19.76,2,62.31,4,9,2022-05-18,669,677,Individual,Fully Paid,0.12539999999999998,60,1.8353348255539357,19.76,Low,0
10576,30479.12,36 months,11.72,1008.3,D,D4,8,RENT,44045.61,debt_consolidation,NC,20.72,0,74.05,5,14,2023-11-12,675,693,Individual,Charged Off,0.11720000000000001,36,1.4451076671504952,20.72,Low,1
10577,18332.14,36 months,12.33,611.8,C,C5,9,MORTGAGE,74697.36,moving,FL,26.49,1,47.17,7,7,2022-06-21,703,717,Joint,Fully Paid,0.1233,36,4.074666678303788,26.49,Medium,0
10578,25024.4,36 months,6.66,768.82,B,B1,3,MORTGAGE,119157.27,wedding,OH,30.84,0,47.27,3,12,2022-09-29,723,743,Joint,Fully Paid,0.0666,36,4.761643436006458,30.84,High,0
10579,23608.37,36 months,5.47,712.51,A,A5,1,MORTGAGE,39673.14,wedding,NJ,23.94,0,62.14,6,16,2021-09-07,759,775,Individual,Fully Paid,0.0547,36,1.6804692573015418,23.94,High,0
10580,27239.54,36 months,10.98,891.59,D,D4,8,RENT,86796.15,debt_consolidation,NY,16.27,0,0.0,10,10,2023-05-27,670,686,Individual,Fully Paid,0.10980000000000001,36,3.1864029275090546,16.27,Low,0
10581,22239.25,36 months,9.23,709.6,C,C2,7,MORTGAGE,109170.94,major_purchase,OH,13.51,0,76.33,17,25,2021-11-10,695,700,Individual,Fully Paid,0.09230000000000001,36,4.908930831750172,13.51,Medium,0
10582,29206.66,36 months,9.75,938.98,C,C5,3,MORTGAGE,237492.27,small_business,MI,17.8,0,52.7,4,10,2023-12-30,695,708,Individual,Fully Paid,0.0975,36,8.131442280630514,17.8,Medium,0
10583,26558.17,36 months,10.31,860.89,C,C3,1,OTHER,67910.63,credit_card,NC,25.1,0,29.83,7,13,2022-02-04,699,716,Individual,Fully Paid,0.10310000000000001,36,2.5570523119627597,25.1,Medium,0
10584,26173.7,60 months,10.02,556.41,C,C5,6,MORTGAGE,62144.13,house,WI,27.66,1,50.53,8,15,2021-11-04,710,715,Joint,Fully Paid,0.1002,60,2.374296717697536,27.66,Medium,0
10585,22144.63,36 months,14.81,765.55,D,D3,2,RENT,51125.93,small_business,GA,14.55,0,29.4,10,10,2022-06-21,660,669,Individual,Fully Paid,0.1481,36,2.308728120542091,14.55,Low,0
10586,20008.25,36 months,10.37,649.09,D,D1,8,MORTGAGE,62137.93,wedding,FL,8.96,1,28.04,4,8,2022-09-15,680,694,Individual,Fully Paid,0.10369999999999999,36,3.105615433633626,8.96,Low,0
10587,31875.94,36 months,15.64,1114.97,F,F1,10,RENT,147420.83,major_purchase,WI,16.5,0,42.93,5,6,2022-10-16,607,625,Individual,Fully Paid,0.1564,36,4.624830828518312,16.5,Very Low,0
10588,18463.4,36 months,6.63,567.0,A,A2,9,MORTGAGE,109678.53,vacation,WI,20.08,0,52.32,13,19,2021-11-03,753,762,Individual,Fully Paid,0.0663,36,5.940321392592913,20.08,High,0
10589,34915.99,60 months,7.19,694.59,C,C5,4,MORTGAGE,68763.68,major_purchase,AZ,12.02,0,38.11,0,0,2022-09-04,698,713,Individual,Fully Paid,0.0719,60,1.9694037030025497,12.02,Medium,0
10590,36660.77,60 months,6.72,721.1,A,A2,0,RENT,31568.5,credit_card,TN,11.55,1,81.01,5,11,2023-12-23,764,769,Individual,Fully Paid,0.0672,60,0.8610975710548361,11.55,Very High,0
10591,22548.1,36 months,15.4,786.06,E,E4,7,RENT,64688.07,credit_card,CA,7.34,0,0.28,10,17,2022-06-02,631,636,Individual,Fully Paid,0.154,36,2.8688922791720812,7.34,Very Low,0
10592,20834.65,36 months,11.66,688.64,D,D3,8,RENT,34029.11,home_improvement,VA,12.35,0,17.99,15,21,2023-05-31,660,678,Individual,Fully Paid,0.1166,36,1.6332940558156723,12.35,Low,0
10593,27192.41,36 months,9.31,868.6,C,C2,7,RENT,122550.4,other,TN,21.48,1,9.87,2,2,2024-01-26,703,710,Individual,Fully Paid,0.0931,36,4.506787004167707,21.48,Medium,0
10594,29031.88,36 months,13.5,985.14,E,E5,6,MORTGAGE,46134.92,credit_card,CA,15.48,0,59.67,8,13,2023-04-14,646,659,Individual,Fully Paid,0.135,36,1.5891123826634719,15.48,Low,0
10595,24152.53,36 months,10.33,783.12,C,C4,0,MORTGAGE,24858.3,house,NJ,21.7,0,32.25,10,13,2023-01-02,707,720,Individual,Fully Paid,0.1033,36,1.0292213693555086,21.7,Medium,0
10596,26744.3,36 months,8.14,839.82,B,B1,0,RENT,34023.9,moving,FL,16.63,0,22.77,11,16,2021-08-28,724,739,Individual,Fully Paid,0.0814,36,1.2721925793533577,16.63,High,0
10597,29046.76,36 months,10.6,945.44,C,C2,10,RENT,44101.54,small_business,TX,6.63,0,30.92,7,7,2021-09-23,706,726,Individual,Fully Paid,0.106,36,1.5182946394021228,6.63,Medium,0
10598,18161.59,36 months,5.16,545.6,A,A3,6,OWN,70102.74,vacation,AZ,14.16,0,20.34,4,10,2023-12-22,770,784,Individual,Fully Paid,0.0516,36,3.859945081900869,14.16,Very High,0
10599,21729.01,60 months,14.91,515.91,E,E4,1,RENT,45845.9,moving,MI,23.44,0,40.79,8,8,2023-10-10,647,660,Individual,Fully Paid,0.1491,60,2.1098936398851125,23.44,Low,0
10600,16049.12,36 months,11.87,532.09,D,D1,3,OWN,46132.11,other,NC,19.85,0,19.43,7,16,2022-02-05,664,671,Individual,Fully Paid,0.11869999999999999,36,2.8744323676313717,19.85,Low,0
10601,16775.58,60 months,14.54,395.05,D,D5,8,RENT,134862.91,debt_consolidation,TX,0.53,0,59.58,2,6,2023-05-27,670,688,Individual,Fully Paid,0.1454,60,8.039239775912367,0.53,Low,0
10602,21200.15,60 months,12.99,482.28,E,E2,0,OWN,40539.74,moving,OH,25.47,1,39.66,18,24,2021-06-17,634,646,Individual,Fully Paid,0.12990000000000002,60,1.912238356804079,25.47,Very Low,0
10603,23534.23,36 months,13.41,797.63,D,D4,7,MORTGAGE,40820.36,other,VA,10.8,1,39.14,6,13,2023-01-23,667,672,Individual,Fully Paid,0.1341,36,1.7345101156910594,10.8,Low,0
10604,29742.37,60 months,9.28,621.52,C,C1,1,RENT,62974.26,vacation,NC,11.45,0,18.98,7,12,2023-08-08,703,708,Individual,Fully Paid,0.0928,60,2.117324880297031,11.45,Medium,0
10605,25682.44,36 months,4.73,766.67,A,A3,3,RENT,59189.02,home_improvement,GA,30.91,0,14.92,6,15,2021-06-24,765,772,Individual,Fully Paid,0.0473,36,2.304649402471105,30.91,Very High,0
10606,27372.18,36 months,9.98,882.94,C,C5,10,RENT,67957.29,home_improvement,WI,1.99,0,32.16,12,18,2023-07-02,692,698,Individual,Charged Off,0.0998,36,2.482713835726639,1.99,Medium,1
10607,26926.93,36 months,14.82,931.03,F,F3,10,RENT,29601.82,small_business,NY,12.57,0,51.47,10,20,2023-08-26,613,623,Individual,Fully Paid,0.1482,36,1.0993388403356787,12.57,Very Low,0
10608,40000.0,36 months,16.36,1413.35,F,F3,7,RENT,48620.01,vacation,NC,32.63,0,39.21,8,12,2022-03-18,612,629,Individual,Charged Off,0.1636,36,1.21550025,32.63,Very Low,1
10609,19013.02,36 months,12.99,640.51,D,D4,1,MORTGAGE,22630.45,moving,AZ,27.91,0,23.08,10,12,2023-12-07,661,671,Individual,Fully Paid,0.12990000000000002,36,1.1902606740012895,27.91,Low,0
10610,21751.1,36 months,7.52,676.78,B,B4,3,MORTGAGE,42288.11,debt_consolidation,VA,42.54,2,36.67,3,9,2024-03-21,729,747,Individual,Fully Paid,0.07519999999999999,36,1.944182593064259,42.54,High,0
10611,25219.76,60 months,7.17,501.37,B,B5,7,RENT,53591.78,major_purchase,IL,16.27,0,57.33,9,16,2023-11-01,738,756,Individual,Fully Paid,0.0717,60,2.1249916731959386,16.27,High,0
10612,20521.97,60 months,14.98,487.96,E,E4,7,MORTGAGE,40963.17,medical,VA,20.73,1,64.27,13,15,2023-07-10,632,641,Joint,Fully Paid,0.14980000000000002,60,1.9960642180063608,20.73,Very Low,0
10613,20432.58,36 months,4.97,612.14,A,A4,0,RENT,72947.06,medical,IN,26.67,0,29.72,10,12,2021-10-09,755,762,Individual,Fully Paid,0.049699999999999994,36,3.5701345596101905,26.67,High,0
10614,16974.94,36 months,8.44,535.42,C,C2,1,RENT,37533.06,vacation,NJ,7.13,0,66.91,8,8,2024-02-02,703,714,Joint,Fully Paid,0.08439999999999999,36,2.211086460393969,7.13,Medium,0
10615,22370.25,36 months,10.89,731.23,C,C2,4,RENT,60980.54,moving,MD,18.04,0,71.61,8,16,2022-02-26,705,719,Individual,Fully Paid,0.10890000000000001,36,2.72596595925392,18.04,Medium,0
10616,33491.95,60 months,8.19,682.11,B,B2,4,RENT,68105.88,medical,AZ,12.74,0,51.09,4,10,2022-11-03,739,759,Individual,Fully Paid,0.0819,60,2.033499990296176,12.74,High,0
10617,26691.21,36 months,11.95,885.9,D,D2,8,RENT,49205.96,small_business,IL,9.25,1,12.68,4,5,2022-06-11,660,678,Joint,Fully Paid,0.1195,36,1.8435267640545334,9.25,Low,0
10618,40000.0,60 months,15.07,953.01,F,F4,10,RENT,48620.01,vacation,WA,11.3,1,55.36,0,2,2023-05-19,619,634,Individual,Fully Paid,0.1507,60,1.21550025,11.3,Very Low,0
10619,36512.4,36 months,12.66,1224.26,D,D1,9,RENT,46134.63,small_business,OH,22.0,0,20.16,10,15,2024-03-16,680,688,Joint,Fully Paid,0.1266,36,1.263533210635291,22.0,Low,0
10620,16834.95,36 months,10.75,549.2,C,C2,4,OWN,58004.18,major_purchase,PA,13.61,0,28.25,7,12,2023-08-10,708,726,Individual,Fully Paid,0.1075,36,3.445461970484023,13.61,Medium,0
10621,18262.08,36 months,8.04,572.64,C,C4,9,MORTGAGE,51268.39,debt_consolidation,CA,19.9,1,69.23,9,18,2021-06-11,693,700,Individual,Fully Paid,0.08039999999999999,36,2.8073686020431405,19.9,Medium,0
10622,38511.11,36 months,16.9,1371.06,E,E4,1,OWN,202566.07,other,IN,18.7,0,57.31,7,13,2021-05-23,644,653,Joint,Charged Off,0.16899999999999998,36,5.25993849567047,18.7,Low,1
10623,23770.51,36 months,8.61,751.55,C,C2,3,RENT,61726.26,house,MI,21.21,0,60.33,8,13,2021-09-09,703,718,Individual,Fully Paid,0.0861,36,2.59675791558532,21.21,Medium,0
10624,16835.64,60 months,9.33,352.2,C,C4,4,OWN,36217.33,major_purchase,TN,29.55,0,76.48,14,15,2023-05-21,704,719,Individual,Fully Paid,0.0933,60,2.1512297720787568,29.55,Medium,0
10625,32493.11,36 months,11.52,1071.82,D,D5,1,RENT,49511.59,small_business,TN,10.48,0,27.54,3,6,2022-09-03,674,686,Individual,Fully Paid,0.1152,36,1.5237565748554076,10.48,Low,0
10626,34038.51,36 months,5.99,1035.37,B,B5,10,RENT,34970.85,major_purchase,PA,20.74,0,34.41,4,12,2022-11-01,729,736,Individual,Fully Paid,0.0599,36,1.0273907406640301,20.74,High,0
10627,31981.7,36 months,5.03,958.91,A,A3,0,RENT,23101.02,wedding,TX,25.17,0,85.12,13,15,2021-06-19,760,771,Individual,Fully Paid,0.050300000000000004,36,0.7223199517223913,25.17,High,0
10628,30490.8,36 months,13.39,1033.07,E,E2,1,MORTGAGE,54712.86,credit_card,MA,13.64,0,33.36,12,19,2022-11-16,644,663,Individual,Fully Paid,0.13390000000000002,36,1.794405525601165,13.64,Low,0
10629,34466.66,36 months,11.61,1138.44,D,D2,3,RENT,95325.21,car,FL,30.27,0,69.17,6,10,2022-11-10,668,681,Individual,Fully Paid,0.1161,36,2.7657222951106952,30.27,Low,0
10630,26385.0,60 months,7.2,524.9,B,B5,1,MORTGAGE,86119.87,moving,AZ,11.19,0,69.09,6,10,2021-01-16,737,747,Joint,Fully Paid,0.07200000000000001,60,3.263970816751942,11.19,High,0
10631,18196.52,60 months,9.15,379.05,B,B4,3,MORTGAGE,70965.94,small_business,MA,28.53,0,61.99,8,9,2022-03-21,738,746,Individual,Fully Paid,0.0915,60,3.899973181685289,28.53,High,0
10632,39292.26,36 months,18.32,1426.8,G,G4,9,RENT,69850.19,major_purchase,MA,24.65,1,47.394999999999996,5,9,2023-01-01,586,591,Individual,Charged Off,0.1832,36,1.7777086377826066,24.65,Very Low,1
10633,24260.2,36 months,12.92,816.53,D,D3,2,MORTGAGE,45444.08,vacation,WA,15.12,0,85.11,11,16,2023-05-14,679,696,Individual,Fully Paid,0.1292,36,1.873194779927618,15.12,Low,0
10634,40000.0,36 months,11.66,1322.18,D,D3,2,RENT,16573.71,car,IL,33.32,0,55.53,5,5,2023-08-06,678,683,Individual,Charged Off,0.1166,36,0.41434275,33.32,Low,1
10635,20221.57,36 months,6.67,621.35,A,A2,0,RENT,93018.66,car,FL,8.84,1,20.21,9,9,2023-05-23,768,784,Individual,Fully Paid,0.0667,36,4.5999722078948375,8.84,Very High,0
10636,26684.4,36 months,16.19,940.71,F,F1,2,RENT,40937.63,wedding,AZ,21.05,0,63.94,6,10,2022-07-31,619,632,Individual,Fully Paid,0.16190000000000002,36,1.5341409212873438,21.05,Very Low,0
10637,20529.1,36 months,14.76,709.2,E,E2,5,RENT,67491.6,home_improvement,FL,7.18,0,55.54,6,8,2022-09-09,638,655,Individual,Charged Off,0.1476,36,3.287606373391917,7.18,Very Low,1
10638,29194.39,36 months,8.95,927.66,C,C5,4,RENT,78839.27,small_business,MI,18.29,0,51.26,12,16,2022-02-06,704,720,Individual,Fully Paid,0.0895,36,2.7004938277525237,18.29,Medium,0
10639,37259.51,60 months,9.18,776.7,B,B5,0,RENT,67739.65,moving,NY,14.58,0,35.97,10,12,2021-07-09,731,748,Individual,Fully Paid,0.09179999999999999,60,1.8180499421489975,14.58,High,0
10640,31281.54,60 months,12.19,698.78,D,D2,7,RENT,61884.89,small_business,PA,12.44,0,44.7,11,16,2022-10-28,664,669,Individual,Fully Paid,0.1219,60,1.978319801390852,12.44,Low,0
10641,27484.58,36 months,14.04,939.83,E,E2,4,OWN,69317.19,wedding,CA,21.78,1,33.77,0,3,2022-10-07,640,653,Individual,Fully Paid,0.1404,36,2.522039267109048,21.78,Very Low,0
10642,22880.18,60 months,13.38,525.11,D,D3,4,OWN,48191.0,wedding,PA,19.79,0,32.01,13,13,2023-01-16,671,676,Individual,Fully Paid,0.1338,60,2.106233429981757,19.79,Low,0
10643,24022.26,60 months,15.72,580.56,F,F3,0,OTHER,70380.54,car,NC,22.07,1,28.94,11,17,2021-06-15,617,632,Joint,Fully Paid,0.1572,60,2.9298051057644035,22.07,Very Low,0
10644,34780.85,36 months,11.63,1149.17,D,D1,6,RENT,57693.49,car,NY,16.24,1,18.82,14,15,2022-07-24,662,671,Individual,Fully Paid,0.11630000000000001,36,1.6587717091445435,16.24,Low,0
10645,19793.3,60 months,9.32,413.96,B,B2,0,RENT,74563.38,house,TX,9.82,0,32.26,8,16,2022-06-26,721,728,Individual,Charged Off,0.0932,60,3.7671019991613326,9.82,High,1
10646,14466.37,60 months,9.61,304.59,C,C4,3,MORTGAGE,74675.4,moving,IN,24.33,0,34.17,1,6,2021-08-19,706,722,Individual,Fully Paid,0.09609999999999999,60,5.161999865895867,24.33,Medium,0
10647,40000.0,36 months,13.8,1363.15,E,E2,10,MORTGAGE,102019.51,house,PA,27.2,0,30.18,18,27,2024-02-12,635,650,Individual,Charged Off,0.138,36,2.55048775,27.2,Very Low,1
10648,24941.0,60 months,6.49,487.86,B,B1,10,RENT,118273.15,other,NC,16.73,0,89.53,5,15,2024-03-09,722,733,Individual,Fully Paid,0.0649,60,4.742117397057054,16.73,High,0
10649,21095.69,36 months,7.08,652.15,B,B3,7,MORTGAGE,63527.81,wedding,MO,27.22,0,60.25,0,0,2022-05-20,721,739,Individual,Fully Paid,0.0708,36,3.0114118097108937,27.22,High,0
10650,21678.71,36 months,13.01,730.52,D,D3,6,OWN,24112.31,wedding,NY,34.38,0,87.18,5,6,2022-09-12,669,689,Individual,Fully Paid,0.1301,36,1.112257602043664,34.38,Low,0
10651,27961.45,60 months,10.24,597.46,C,C1,6,RENT,38958.75,credit_card,CA,29.88,1,30.04,9,13,2021-03-22,695,706,Individual,Fully Paid,0.1024,60,1.3933022071459098,29.88,Medium,0
10652,20192.39,36 months,12.91,679.49,E,E4,6,OWN,59038.75,small_business,GA,21.2,0,28.44,7,13,2021-11-14,635,646,Joint,Fully Paid,0.1291,36,2.923811891509623,21.2,Very Low,0
10653,18872.62,36 months,5.41,569.09,A,A2,5,RENT,59485.94,moving,IN,13.7,0,45.504999999999995,3,12,2023-07-28,753,769,Individual,Fully Paid,0.0541,36,3.1519704206411197,13.7,High,0
10654,25814.11,36 months,7.06,797.79,B,B4,2,MORTGAGE,45138.78,moving,WI,9.05,0,51.46,10,19,2024-01-13,740,750,Individual,Fully Paid,0.0706,36,1.7486088034799572,9.05,High,0
10655,18609.93,60 months,8.36,380.54,B,B5,10,RENT,79992.88,other,GA,24.34,0,33.5,13,17,2022-04-10,737,754,Individual,Fully Paid,0.0836,60,4.29839768338731,24.34,High,0
10656,19102.6,60 months,12.46,429.41,D,D2,5,MORTGAGE,40989.03,major_purchase,PA,13.8,1,83.72,6,10,2023-04-03,678,684,Joint,Fully Paid,0.1246,60,2.145730424130747,13.8,Low,0
10657,22448.27,36 months,11.39,739.1,D,D1,10,RENT,110934.45,major_purchase,NC,24.48,1,26.06,11,14,2022-05-13,669,683,Individual,Fully Paid,0.1139,36,4.941781705227173,24.48,Low,0
10658,22705.23,36 months,8.94,721.38,C,C2,7,MORTGAGE,43099.35,home_improvement,NJ,10.6,0,37.84,12,14,2022-02-18,709,725,Individual,Fully Paid,0.0894,36,1.8982124382796386,10.6,Medium,0
10659,22927.1,36 months,8.32,721.88,C,C1,4,RENT,62737.33,debt_consolidation,WI,29.05,0,96.62,3,3,2021-09-18,703,714,Individual,Fully Paid,0.0832,36,2.7363831448373324,29.05,Medium,0
10660,20601.74,36 months,7.44,640.32,A,A4,7,MORTGAGE,61158.63,home_improvement,IL,14.18,0,40.85,14,17,2022-10-06,763,769,Individual,Fully Paid,0.07440000000000001,36,2.968614786906348,14.18,Very High,0
10661,27470.32,36 months,11.72,908.75,D,D3,2,MORTGAGE,47181.83,moving,VA,9.61,0,30.4,9,15,2021-07-13,662,674,Individual,Fully Paid,0.11720000000000001,36,1.7175566211096194,9.61,Low,0
10662,25004.25,60 months,18.55,642.49,G,G1,9,RENT,52166.13,car,MO,19.11,0,71.44,7,16,2021-07-28,580,591,Individual,Fully Paid,0.1855,60,2.086290530609796,19.11,Very Low,0
10663,27577.27,36 months,10.94,902.03,D,D1,8,MORTGAGE,16742.55,major_purchase,CA,11.47,0,52.43,5,8,2022-02-25,664,679,Individual,Charged Off,0.1094,36,0.6071141197080059,11.47,Low,1
